price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,preco_area_construida,valores_discretizados
348000,4,2.5,2070,3808,2.0,0,3,8,2070,0,2003,0,168.115942,0
246000,4,1.75,1720,7455,1.0,0,4,7,1020,700,1963,0,143.0232558,0
299950,3,1.75,1980,11274,1.0,0,4,7,1480,500,1968,0,151.489899,0
137124,3,1.0,960,27442,1.0,0,4,6,960,0,1970,0,142.8375,0
311000,4,2.5,1780,5822,2.0,0,3,7,1780,0,2001,0,174.7191011,0
275000,3,1.5,1240,9125,1.0,0,4,7,1240,0,1967,0,221.7741935,0
397500,3,2.0,2130,8225,1.0,0,4,8,2130,0,1987,0,186.6197183,2
291600,3,1.75,1630,7480,1.0,0,3,7,1330,300,1979,0,178.8957055,0
439000,4,2.5,2690,9551,2.0,0,3,9,2690,0,1992,0,163.197026,2
365000,4,2.5,2140,7350,2.0,0,3,8,2140,0,1985,0,170.5607477,0
335000,4,2.75,2540,7210,1.0,0,4,7,1600,940,1979,0,131.8897638,0
305000,3,1.75,1610,12247,1.0,0,3,8,1610,0,1981,0,189.4409938,0
325000,4,2.0,1780,10622,1.0,0,4,7,900,880,1976,0,182.5842697,0
485000,4,3.0,3110,18843,2.0,0,3,9,3110,0,1995,0,155.9485531,2
254000,3,1.0,1160,7560,1.0,0,4,6,1160,0,1958,0,218.9655172,0
260000,4,2.5,2110,8990,2.0,0,3,8,2110,0,1977,0,123.2227488,0
312500,4,2.5,2500,11983,1.0,0,3,7,1320,1180,1984,2008,125.0,0
290000,3,2.5,2020,4861,2.0,0,3,7,2020,0,2005,0,143.5643564,0
348000,3,1.75,1720,8867,1.0,0,3,8,1320,400,1985,0,202.3255814,0
230000,2,1.0,1080,9435,1.0,0,3,6,1080,0,1958,0,212.962963,0
343888,4,2.5,2060,5607,2.0,0,3,7,2060,0,2002,0,166.9359223,0
95000,2,1.0,1070,20450,1.0,0,2,6,1070,0,1948,0,88.78504673,0
362500,3,2.0,1940,40588,1.0,0,3,7,1940,0,2000,0,186.8556701,0
278000,3,2.25,1590,9425,1.0,0,3,7,1170,420,1985,0,174.8427673,0
375000,5,3.0,2680,8410,2.0,0,3,8,1810,870,1990,0,139.9253731,2
317000,3,1.75,1530,7650,1.0,0,4,8,1530,0,1977,0,207.1895425,0
495000,4,2.5,2400,11640,1.0,0,5,8,1800,600,1968,0,206.25,2
316000,5,2.5,2600,4641,2.0,0,3,7,2600,0,2005,0,121.5384615,0
460000,4,2.5,2620,8331,2.0,0,3,9,2620,0,1991,0,175.5725191,2
390000,3,2.25,1820,7420,2.0,0,4,8,1820,0,1983,0,214.2857143,2
215000,3,1.0,1060,7900,1.0,0,3,7,1060,0,1961,2001,202.8301887,0
315000,3,2.0,1500,7828,1.0,0,4,7,1500,0,1967,0,210.0,0
300000,3,1.75,1210,7000,1.0,0,3,7,1210,0,1975,0,247.9338843,0
378000,3,2.5,2130,8404,2.0,0,3,8,2130,0,1991,0,177.4647887,2
229950,3,2.0,1410,7466,1.0,0,3,7,1410,0,1983,0,163.0851064,0
260000,4,1.0,1740,8100,1.0,0,4,7,1020,720,1962,0,149.4252874,0
270000,3,2.25,1500,7410,1.0,0,4,7,1500,0,1973,0,180.0,0
379900,3,2.0,3110,44967,2.0,0,3,9,3020,90,1999,0,122.1543408,2
230000,2,1.0,800,17965,1.0,0,4,5,800,0,1942,0,287.5,0
387500,4,2.5,3190,9856,2.0,0,3,8,3190,0,1979,0,121.4733542,2
460000,5,2.5,3390,9760,1.0,0,5,8,1750,1640,1978,0,135.6932153,2
395000,4,2.75,2640,35070,1.5,0,3,8,2640,0,1963,0,149.6212121,2
400000,6,2.5,3060,17112,1.0,0,4,8,1530,1530,1967,0,130.7189542,2
289000,4,2.25,1930,8925,1.0,0,4,8,1930,0,1974,0,149.7409326,0
289900,3,1.75,1220,7004,1.0,0,5,7,1220,0,1966,0,237.6229508,0
335500,5,3.0,2240,19090,1.0,0,4,8,1700,540,1968,0,149.7767857,0
374900,3,2.5,2480,4950,2.0,0,3,7,2480,0,2004,0,151.1693548,2
455000,4,1.75,2050,94525,1.0,0,4,7,1250,800,1959,0,221.9512195,2
319950,4,1.75,2310,8045,1.0,0,4,7,1650,660,1976,0,138.5064935,0
320000,4,1.5,2020,8474,1.0,0,5,7,1010,1010,1962,0,158.4158416,0
400000,6,2.0,2320,210830,2.0,0,4,8,2320,0,1962,0,172.4137931,2
400000,3,2.5,2080,7877,2.0,0,3,9,2080,0,1987,0,192.3076923,2
525000,4,2.5,3670,9958,2.0,0,3,10,3670,0,2005,0,143.0517711,2
225000,3,1.0,1410,7700,1.0,0,3,7,980,430,1962,0,159.5744681,0
255000,3,1.5,1060,9039,1.0,0,3,7,1060,0,1973,2013,240.5660377,0
215000,5,1.5,1980,7958,1.5,0,3,7,1980,0,1962,0,108.5858586,0
162248,2,1.0,800,8960,1.0,0,4,6,800,0,1944,0,202.81,0
380000,3,2.5,2390,8102,2.0,0,4,8,2390,0,1986,0,158.9958159,2
344950,3,1.75,1870,7500,1.0,0,5,8,1320,550,1978,0,184.4652406,0
325000,3,2.25,2480,8755,2.0,0,3,8,2480,0,1979,0,131.0483871,0
412000,3,2.5,2210,7000,2.0,0,4,8,2210,0,1985,0,186.4253394,2
290000,4,2.5,2050,9015,2.0,0,4,7,2050,0,1973,0,141.4634146,0
449950,4,2.25,3490,8400,1.5,0,4,8,3490,0,1976,0,128.9255014,2
360000,4,3.0,2580,6740,2.0,0,3,8,2580,0,1999,0,139.5348837,0
320000,3,1.75,1510,30185,1.5,0,3,7,1510,0,1976,0,211.9205298,0
291970,1,1.0,680,21727,1.0,0,3,5,680,0,1952,1995,429.3676471,0
315000,4,2.25,1880,9163,2.0,0,3,8,1880,0,1981,0,167.5531915,0
335000,5,3.0,2660,7700,1.5,0,4,7,1670,990,1962,0,125.9398496,0
302200,4,1.5,1730,10396,1.0,0,3,7,1730,0,1964,0,174.6820809,0
374950,4,1.75,1660,8160,1.0,0,3,8,1660,0,1974,0,225.873494,2
317000,3,2.0,1790,8228,1.0,0,3,7,1390,400,1980,0,177.0949721,0
242500,3,1.0,940,7380,1.0,0,3,6,940,0,1959,0,257.9787234,0
330000,4,2.25,2430,7490,2.0,0,3,8,2430,0,1983,0,135.8024691,0
255000,3,1.5,1240,8528,1.0,0,4,7,1240,0,1967,0,205.6451613,0
365000,3,2.25,2290,7350,2.0,0,3,8,2290,0,1988,0,159.3886463,0
438800,4,2.5,2770,4432,2.0,0,3,9,2770,0,2004,0,158.4115523,2
600000,4,3.5,4300,70407,2.0,0,3,10,2710,1590,1992,0,139.5348837,2
381000,4,2.5,2130,6003,2.0,0,3,8,2130,0,2003,0,178.8732394,2
252500,2,1.5,1280,8710,1.0,0,3,7,1280,0,1967,0,197.265625,0
380000,4,2.25,1860,7980,1.0,0,4,8,1860,0,1966,0,204.3010753,2
363000,4,3.0,2250,12142,2.0,0,3,8,2250,0,1986,0,161.3333333,0
260000,3,2.5,1850,7875,1.0,0,3,7,1250,600,1968,0,140.5405405,0
384200,3,2.5,2430,7613,2.0,0,4,8,2430,0,1986,0,158.1069959,2
230000,3,1.0,1020,12289,1.0,0,4,7,1020,0,1967,0,225.4901961,0
249000,4,2.0,1280,7560,1.0,0,5,6,1280,0,1959,0,194.53125,0
716500,5,2.75,3630,38461,2.0,0,3,11,3630,0,2000,0,197.3829201,1
450000,5,2.5,2850,209523,1.0,0,4,7,1930,920,1925,1968,157.8947368,2
280000,3,1.75,1360,6603,1.0,0,4,7,1360,0,1981,0,205.8823529,0
479950,3,2.5,2780,6000,2.0,0,3,9,2780,0,2004,0,172.6438849,2
315000,3,2.25,1530,7906,1.0,0,3,7,1150,380,1980,0,205.8823529,0
300000,5,2.5,2093,10350,1.5,0,5,7,2093,0,1963,0,143.3349259,0
325000,4,2.5,2280,9899,2.0,0,3,8,2280,0,1987,0,142.5438596,0
199000,2,1.0,720,7200,1.0,0,5,6,720,0,1943,0,276.3888889,0
435000,4,2.5,2940,7590,2.0,0,3,9,2940,0,1991,0,147.9591837,2
838000,3,3.75,2930,150945,2.0,0,3,8,2930,0,1972,2000,286.0068259,1
197000,4,2.25,1790,13200,1.0,0,3,7,1220,570,1979,0,110.0558659,0
339950,3,2.25,1630,12295,2.0,0,4,7,1630,0,1985,0,208.5582822,0
590000,4,3.5,3450,6873,2.0,0,3,10,2750,700,2004,0,171.0144928,2
600000,5,3.25,4410,58157,2.0,0,4,9,2330,2080,2001,0,136.0544218,2
442500,3,1.75,1800,10200,1.0,0,3,8,1800,0,1967,0,245.8333333,2
412950,4,2.5,2430,6796,2.0,0,3,8,2430,0,1993,0,169.9382716,2
300000,4,2.0,2050,8750,1.0,0,3,7,1300,750,1967,0,146.3414634,0
275000,3,1.75,1290,9760,1.0,0,3,7,1290,0,1979,0,213.1782946,0
347000,3,1.75,1330,7848,1.0,0,3,8,1330,0,1978,0,260.9022556,0
280000,3,1.75,1230,8250,1.0,0,3,7,1230,0,1966,0,227.6422764,0
346000,4,2.5,2100,3916,2.0,0,3,8,2100,0,2009,0,164.7619048,0
380000,3,2.5,2150,25705,1.5,0,3,6,2150,0,1980,2009,176.744186,2
330000,4,2.5,1940,3784,2.0,0,3,8,1940,0,2003,0,170.1030928,0
165000,3,1.0,1010,7690,1.0,0,4,6,1010,0,1958,0,163.3663366,0
255000,3,1.0,1010,7690,1.0,0,4,6,1010,0,1958,0,252.4752475,0
333000,4,1.75,1880,9880,1.0,0,4,8,1880,0,1967,0,177.1276596,0
335000,4,2.5,1750,8476,1.0,0,4,7,1240,510,1983,0,191.4285714,0
405000,6,2.0,2800,29985,1.0,0,5,7,1400,1400,1954,0,144.6428571,2
189000,3,1.0,1010,7560,1.0,0,3,6,1010,0,1958,0,187.1287129,0
327000,3,2.5,1810,7350,1.0,0,3,8,1310,500,1984,0,180.6629834,0
419000,4,2.5,2690,7947,2.0,0,3,8,2690,0,1993,0,155.7620818,2
392000,4,2.5,2600,8921,2.0,0,3,8,2600,0,1991,0,150.7692308,2
380000,4,2.5,1940,3200,2.0,0,3,8,1940,0,2004,0,195.8762887,2
365000,3,2.25,2860,8458,2.0,0,3,7,2860,0,1983,0,127.6223776,0
405000,4,2.5,2090,6667,2.0,0,3,8,2090,0,1997,0,193.7799043,2
385000,3,2.5,2230,8296,2.0,0,3,7,2230,0,2004,0,172.6457399,2
368750,3,2.5,2230,5717,2.0,0,3,7,2230,0,2004,0,165.3587444,2
316500,3,2.5,1770,3873,2.0,0,3,7,1770,0,2005,0,178.8135593,0
200000,2,0.75,780,55764,1.0,0,4,4,780,0,1945,0,256.4102564,0
360000,5,2.5,2880,6902,1.0,0,3,8,1680,1200,1976,2007,125.0,0
345000,3,1.75,1860,7191,1.0,0,4,7,1260,600,1975,0,185.483871,0
345000,4,2.25,2320,7350,2.0,0,3,8,2320,0,1973,0,148.7068966,0
370000,4,2.5,2570,7753,2.0,0,3,8,2570,0,1987,0,143.9688716,2
330490,3,2.75,1440,7350,1.0,0,4,7,1040,400,1980,0,229.5069444,0
358000,4,2.75,2580,11900,1.0,0,4,7,1620,960,1967,0,138.7596899,0
190000,3,1.75,1390,7700,1.0,0,5,7,1390,0,1965,0,136.6906475,0
319000,4,3.25,2360,8344,2.0,0,3,8,2360,0,1990,0,135.1694915,0
568000,3,2.5,2740,22499,2.0,0,3,9,2740,0,1994,0,207.2992701,2
680000,4,2.75,3620,35429,2.0,0,3,10,3620,0,2006,0,187.8453039,1
395000,4,2.5,2250,6840,2.0,0,3,9,2250,0,1987,0,175.5555556,2
459000,4,2.75,2790,6600,2.0,0,3,9,2790,0,2000,0,164.516129,2
312000,4,1.0,1730,8706,1.0,0,4,7,1010,720,1962,0,180.3468208,0
267000,3,1.5,1090,8160,1.0,0,3,7,1090,0,1967,2014,244.9541284,0
322000,4,1.0,1750,68841,1.0,0,3,7,1750,0,1942,0,184.0,0
480000,3,2.5,2450,28185,2.0,0,3,9,2450,0,1990,0,195.9183673,2
356000,3,2.25,2280,8765,2.0,0,3,8,2280,0,1977,0,156.1403509,0
400000,4,2.5,2150,5397,2.0,0,3,8,2150,0,1998,0,186.0465116,2
342000,3,1.75,1780,10409,1.0,0,3,7,1280,500,1981,0,192.1348315,0
330000,4,2.5,2080,7000,1.0,0,4,8,1400,680,1989,0,158.6538462,0
440000,4,2.5,2880,8061,2.0,0,3,9,2880,0,1988,0,152.7777778,2
362000,3,2.5,2310,7485,2.0,0,3,8,2310,0,1986,0,156.7099567,0
427500,4,2.5,2460,5091,2.0,0,3,9,2460,0,2003,0,173.7804878,2
325000,4,2.25,1920,11603,2.0,0,4,7,1920,0,1967,0,169.2708333,0
475000,3,1.75,2270,13000,1.0,0,5,8,2270,0,1968,0,209.2511013,2
252500,3,2.0,1810,10684,2.0,0,3,8,1810,0,1987,0,139.5027624,0
329950,3,1.0,1000,9170,1.0,0,3,7,1000,0,1980,0,329.95,0
500000,3,2.5,2760,35171,2.0,0,3,9,2760,0,1990,0,181.1594203,2
323000,3,2.0,1830,6925,1.0,0,4,8,1830,0,1979,0,176.5027322,0
260000,4,1.75,1360,7700,1.0,0,4,7,1360,0,1966,0,191.1764706,0
390000,3,1.75,1435,8960,1.0,0,4,8,1435,0,1969,0,271.7770035,2
414000,5,3.0,3045,5030,2.0,0,3,8,3045,0,1999,0,135.9605911,2
249500,3,1.0,1180,7200,1.0,0,4,7,1180,0,1968,0,211.440678,0
225000,2,1.0,1030,9192,1.0,0,4,6,1030,0,1959,0,218.4466019,0
419625,4,2.5,2680,11590,2.0,0,4,9,2680,0,1988,0,156.5764925,2
223000,2,1.0,910,9869,1.0,0,3,6,910,0,1957,0,245.0549451,0
310000,5,2.0,2730,7344,1.0,0,5,7,1510,1220,1962,0,113.5531136,0
249000,3,1.5,1180,11579,1.0,0,4,7,1180,0,1962,0,211.0169492,0
256500,5,2.5,1960,7350,1.0,0,4,7,1360,600,1969,0,130.8673469,0
225000,2,1.0,910,9612,1.0,0,4,7,910,0,1981,0,247.2527473,0
250000,3,1.0,1460,10914,1.0,0,4,7,1460,0,1959,0,171.2328767,0
305000,4,1.0,2100,9288,1.0,0,4,7,1050,1050,1968,0,145.2380952,0
570000,3,2.5,3150,20189,2.0,0,3,10,3150,0,1990,0,180.952381,2
420000,4,2.75,2400,20000,1.0,0,3,8,1170,1230,1961,2015,175.0,2
455000,4,2.5,2710,6558,2.0,0,3,9,2710,0,1997,0,167.896679,2
386000,4,2.25,2810,8560,1.0,0,3,8,1610,1200,1979,0,137.366548,2
386000,3,2.0,2120,7560,1.0,0,3,9,2120,0,1991,0,182.0754717,2
610000,3,2.5,2910,12283,2.0,2,3,10,2910,0,1993,0,209.6219931,2
265000,4,2.25,2300,9100,1.0,0,3,7,1280,1020,1977,0,115.2173913,0
284000,3,1.5,1500,10018,1.0,0,4,7,1500,0,1957,0,189.3333333,0
350000,4,1.75,1770,7336,1.0,0,4,8,1770,0,1986,0,197.740113,0
165000,3,1.0,970,7503,1.0,0,4,6,970,0,1967,0,170.1030928,0
295000,4,2.5,2290,4539,2.0,0,3,7,2290,0,2001,0,128.8209607,0
297950,3,2.0,1240,10800,1.0,0,3,7,1240,0,1967,2010,240.2822581,0
220000,3,1.75,1230,8917,1.0,0,4,7,1230,0,1966,0,178.8617886,0
206325,5,2.5,1720,10202,1.5,0,3,7,1720,0,1970,0,119.9563953,0
339000,5,2.5,1720,10202,1.5,0,3,7,1720,0,1970,0,197.0930233,0
370000,4,3.0,2580,5511,2.0,0,3,8,2580,0,1999,0,143.4108527,2
364950,4,2.5,2070,2992,2.0,0,3,8,2070,0,2002,0,176.3043478,0
633000,5,2.75,3630,30570,2.0,0,3,11,3630,0,2000,0,174.3801653,2
349950,4,2.0,1764,15600,1.0,0,5,7,1764,0,1942,0,198.3843537,0
445000,4,2.5,2790,8111,2.0,0,3,9,2480,310,2004,0,159.4982079,2
345000,4,2.75,2250,7412,1.0,0,4,8,1480,770,1975,0,153.3333333,0
390000,4,2.5,1940,3864,2.0,0,3,8,1940,0,2003,0,201.0309278,2
440000,3,2.5,2290,6302,2.0,0,3,9,2290,0,1997,0,192.139738,2
372500,4,2.25,1920,9660,1.0,0,4,8,1920,0,1968,0,194.0104167,2
343500,3,2.5,1900,5194,2.0,0,3,7,1900,0,2004,0,180.7894737,0
271500,3,2.5,1490,8005,1.0,0,3,7,1090,400,1976,0,182.2147651,0
225000,3,2.5,2170,11745,1.0,0,4,7,1410,760,1967,0,103.6866359,0
469900,4,2.5,2990,8913,2.0,0,4,9,2990,0,1991,0,157.1571906,2
440000,4,2.5,2880,7386,2.0,0,4,9,2880,0,1987,0,152.7777778,2
345000,3,2.5,1870,3584,2.0,0,3,8,1870,0,2003,0,184.4919786,0
255950,4,1.0,1500,11050,1.0,0,5,7,1500,0,1964,0,170.6333333,0
252000,4,1.75,1120,8250,1.0,0,4,7,1120,0,1966,0,225.0,0
287000,3,1.0,1250,26862,1.0,0,3,7,1250,0,1965,0,229.6,0
325000,3,2.0,1570,5600,1.0,0,3,8,1570,0,1999,0,207.0063694,0
1140000,5,4.0,7320,217800,2.0,0,3,11,7320,0,1992,0,155.0887978,1
430000,3,1.75,3440,10428,1.5,0,5,8,3440,0,1974,0,125.0,2
330000,4,2.0,1590,9100,1.0,0,3,7,1040,550,1967,2014,207.5471698,0
388000,4,2.5,2440,7155,2.0,0,3,8,2440,0,1993,0,159.0163934,2
306000,3,2.5,1680,11193,2.0,0,3,8,1680,0,1984,0,182.1428571,0
325000,4,2.5,1820,9161,1.0,0,4,7,1220,600,1975,0,178.5714286,0
329000,3,1.75,1980,7000,1.0,0,4,8,1360,620,1977,0,166.1616162,0
313500,3,1.75,1610,7350,1.0,0,3,8,1610,0,1974,0,194.7204969,0
370000,5,2.5,2250,10400,1.0,0,3,8,1280,970,1973,0,164.4444444,2
299000,5,2.5,2220,9360,1.0,0,4,7,1110,1110,1968,0,134.6846847,0
352750,4,2.75,2270,24237,1.0,0,4,7,1360,910,1977,0,155.3964758,0
231750,3,1.0,1020,7615,1.0,0,3,7,1020,0,1981,0,227.2058824,0
280000,2,1.0,1150,12861,1.0,0,3,6,1150,0,1959,0,243.4782609,0
295000,3,1.75,2000,7560,1.0,0,4,7,1300,700,1968,0,147.5,0
272500,3,2.0,1410,7622,1.0,0,4,7,1410,0,1983,0,193.2624113,0
400000,3,2.0,1860,12944,1.0,0,3,9,1860,0,2002,0,215.0537634,2
269950,3,2.5,1520,8720,1.0,0,3,7,1080,440,1981,0,177.5986842,0
279950,3,2.25,1850,7480,2.0,0,3,7,1850,0,1978,0,151.3243243,0
305000,3,1.0,1580,7424,1.0,0,3,7,1010,570,1962,0,193.0379747,0
315500,3,1.75,1870,8400,1.0,0,3,7,990,880,1977,0,168.7165775,0
359900,5,2.25,2290,7420,1.0,0,3,7,1290,1000,1973,0,157.1615721,0
432500,3,3.0,2500,6000,2.0,0,3,8,2500,0,2012,0,173.0,2
551000,5,3.75,3090,4943,2.0,0,3,10,3090,0,2010,0,178.3171521,2
390000,4,2.5,2154,4153,2.0,0,3,9,2154,0,2012,0,181.0584958,2
460000,3,2.5,2390,47480,2.0,0,3,9,2390,0,2007,0,192.4686192,2
603000,4,3.5,3610,6345,2.0,0,3,9,2370,1240,2008,0,167.0360111,2
479950,3,2.0,2260,7163,1.0,0,3,9,2260,0,2012,0,212.3672566,2
465000,3,1.0,1150,18200,1.0,0,5,7,1150,0,1959,0,404.3478261,2
295000,3,2.0,1230,3405,1.0,0,3,7,1230,0,2010,0,239.8373984,0
529000,3,1.75,2340,7724,1.0,0,3,10,2340,0,2010,0,226.0683761,2
